id,ra,dec,ra_mag,dec_mag
3120612,31.813898,82.512703,31.943638,82.497452
3120613,32.918629,82.410057,33.05365,82.394081
3120614,34.527878,82.50248,34.644127,82.484055
3120615,34.535198,82.500542,34.651089,82.48217
3120616,34.982765,82.328995,35.097736,82.312279
3120617,35.040901,82.338364,35.154106,82.321526
3120618,34.869358,82.335632,34.984058,82.318947
3120619,34.8381,82.33799,34.952839,82.321297
3120620,29.561659,82.444504,29.690022,82.428635
3120621,29.698601,82.455109,29.825962,82.43914
3120622,30.057493,82.434052,30.177599,82.41774
3120623,30.084873,82.439919,30.204967,82.423584
3120624,29.744881,82.443802,29.873072,82.427597
3120625,29.712955,82.431709,29.842726,82.415398
3120626,29.75131,82.442726,29.879625,82.426369
3120627,29.696484,82.431084,29.825867,82.414734
3120628,29.663418,82.420853,29.793648,82.404396
29785,17.955641,80.950905,18.0942,80.941422
29786,17.876499,80.949333,18.015779,80.93988
29787,17.877207,80.949669,18.016518,80.940224
29788,18.016628,80.93808,18.152508,80.928482
29789,18.065887,80.931686,18.203463,80.921638
29790,18.740543,80.845451,18.88245,80.837036
29791,18.741508,80.845772,18.883213,80.837463
29792,16.46386,80.820236,16.592604,80.810669
29793,16.740873,80.814079,16.876842,80.805603
29794,16.685778,80.785866,16.815733,80.776871
29795,16.729494,80.770859,16.867004,80.761101
29796,16.750809,80.784355,16.88957,80.775131
29797,16.754065,80.75808,16.891386,80.748314
29798,16.751783,80.749855,16.888033,80.739983
29799,16.665829,80.71965,16.797335,80.71003
29800,16.822702,80.71299,16.955833,80.70372
29801,16.096975,80.620361,16.217079,80.612648
29802,16.112131,80.620979,16.232256,80.613327
29803,16.724485,80.587845,16.851078,80.582275
29804,16.964645,80.698692,17.095245,80.690552
29805,17.118036,80.677345,17.248964,80.670044
9162225,1.710365,81.07476,1.823095,81.061424
9162226,1.90465,81.064873,2.021667,81.051636
9162227,1.090866,81.039474,1.209584,81.025055
9162228,2.468334,81.209427,2.602338,81.199951
9162229,3.431132,81.190788,3.570826,81.183968
9162230,2.249616,81.076408,2.365689,81.062698
9162231,2.285181,81.073486,2.401208,81.060043
9162232,2.498684,81.08419,2.616742,81.070618
9162233,2.034847,81.056503,2.153807,81.042572
9162234,2.035001,81.056465,2.153807,81.042572
9162235,2.194073,81.065506,2.309993,81.051468
9162236,2.476179,81.058762,2.592783,81.045143
9162237,2.540425,81.067795,2.656186,81.054451
9162238,2.538087,81.067169,2.653551,81.053825
9162239,2.4714,81.042953,2.586244,81.029182
9162240,2.022229,81.010918,2.136736,80.996445
9162241,2.023151,81.010048,2.137733,80.99559
9162242,2.054135,80.992622,2.167459,80.978416
9162243,2.068444,80.996529,2.181604,80.982666
9162244,2.035405,80.966461,2.14764,80.953339
9162245,2.430678,80.986679,2.542782,80.972939
6154237,2.125643,81.607681,2.296848,81.599991
6154238,2.092656,81.592979,2.265282,81.585663
6154239,2.119644,81.634674,2.286506,81.627029
6154240,2.14272,81.573776,2.31514,81.56636
6154241,2.150402,81.573357,2.322819,81.565933
6154242,2.190574,81.601303,2.361418,81.59359
6154243,2.163766,81.557343,2.334912,81.549744
6154244,2.105324,81.515312,2.275519,81.508438
6154245,1.952944,81.414772,2.118475,81.41037
6154246,2.127777,81.506775,2.298398,81.50029
6154247,1.915576,81.480644,2.084125,81.475075
6154248,1.995337,81.493805,2.16579,81.487816
6154249,2.121096,81.480148,2.291115,81.47451
6154250,2.588463,81.539139,2.754468,81.531914
6154251,2.666608,81.540779,2.832645,81.533554
6154252,1.961242,81.468636,2.130615,81.463821
6154253,2.172643,81.43541,2.341269,81.430862
6154254,2.336005,81.430435,2.503757,81.425987
6154255,2.482918,81.409676,2.649705,81.405205
6154256,2.736552,81.368561,2.898983,81.363434
6154257,3.897031,81.388374,4.044594,81.38308
9162246,2.079929,80.897476,2.191309,80.88398
9162247,2.094857,80.895653,2.206684,80.882195
9162248,2.133051,80.912483,2.244899,80.899475
9162249,2.169384,80.908394,2.283877,80.89505
9162250,2.10055,80.901253,2.211615,80.887642
9162251,2.061572,80.895271,2.172275,80.881927
9162252,2.455246,80.937904,2.566602,80.924858
9162253,2.484816,80.918251,2.595196,80.905251
9162254,3.596159,80.977509,3.70262,80.964417
9162255,2.678768,81.076294,2.79561,81.063217
9162256,2.694575,81.088722,2.813698,81.075607
9162257,2.831544,81.092392,2.951759,81.079735
9162258,2.61488,81.071846,2.73185,81.058403
9162259,3.257025,80.90049,3.363425,80.888039
9162260,3.257152,80.900322,3.363355,80.887863
9162261,2.118777,81.224083,2.257182,81.213226
9162262,2.147115,81.236588,2.288814,81.225868
9162263,2.102572,81.202026,2.234925,81.189804
9162264,2.15541,81.223305,2.293802,81.212425
9162265,2.681625,81.22068,2.815984,81.212036
9162266,2.741788,81.211807,2.870512,81.203606
12129623,42.486008,81.666748,42.538433,81.652351
3120629,30.410545,82.418762,30.522436,82.403038
3120630,29.978806,82.368416,30.097668,82.352547
3120631,29.751879,82.326248,29.878195,82.310875
3120632,30.261484,82.283646,30.376883,82.268448
3120633,30.261007,82.283951,30.376381,82.268745
3120634,30.25865,82.28228,30.372562,82.267258
3120635,30.23324,82.269089,30.347437,82.254303
3120636,30.214224,82.241455,30.328081,82.226646
3120637,30.535286,82.290657,30.644588,82.274956
3120638,30.913206,81.920914,31.032822,81.905571
3120639,31.00276,81.908287,31.122789,81.893387
3120640,31.140163,81.89727,31.26491,81.882332
3120641,32.343998,82.036987,32.476067,82.01889
3120642,32.771481,81.925591,32.895714,81.909218
3120643,31.722157,81.896294,31.857872,81.880081
3120644,32.288662,81.858025,32.417717,81.842651
3120645,23.286226,82.171318,23.470663,82.16024
3120646,23.136396,82.188942,23.326881,82.177696
3120647,24.485428,82.183075,24.649288,82.170578
3120648,25.247925,82.20015,25.412634,82.186546
3120649,25.214155,82.194351,25.379078,82.180901
29806,17.147783,80.673943,17.278666,80.666641
29807,17.945562,80.585777,18.078501,80.579254
29808,16.934525,81.046638,17.081264,81.036049
29809,17.01092,81.018539,17.15555,81.007622
29810,17.10273,81.011269,17.251543,81.000572
29811,16.709579,81.003792,16.852615,80.993095
29812,17.333387,80.962852,17.475084,80.953018
29813,17.499838,80.953629,17.641405,80.943832
29814,17.492668,80.952454,17.63422,80.942657
29815,16.862904,80.979599,17.004862,80.96946
29816,16.885771,80.979698,17.028017,80.969452
29817,16.696957,80.979156,16.839724,80.968925
29818,17.0641,80.973961,17.207899,80.963722
29819,16.805565,81.068909,16.948809,81.059265
29820,17.736944,80.969421,17.879011,80.959831
29821,16.688921,81.008095,16.832947,80.997253
29822,16.785303,80.761505,16.922676,80.751747
29823,16.746246,80.773026,16.884491,80.763466
29824,16.830456,80.711891,16.963568,80.702621
29825,17.069448,80.712982,17.20083,80.704788
29826,16.054619,80.644402,16.175936,80.636459
15058855,11.659623,79.512627,11.726328,79.497627
15058856,11.454233,79.564705,11.52391,79.549568
15058857,11.703347,79.516464,11.771189,79.501236
15058858,11.005556,79.459373,11.084227,79.444046
15058859,10.962414,79.453163,11.04195,79.437744
15058860,10.194732,79.328331,10.270912,79.313675
15058861,10.383475,79.501572,10.459302,79.486359
15058862,10.424061,79.488304,10.500006,79.47316
15058863,10.328552,79.511787,10.40488,79.496521
15058864,10.506096,79.472244,10.584248,79.456528
15058865,10.507283,79.472107,10.585092,79.456345
15058866,10.54377,79.467133,10.621884,79.451408
15058867,10.670834,79.453362,10.749484,79.437744
15058868,10.811433,79.4533,10.890263,79.437851
15058869,10.585387,79.434502,10.664193,79.419685
15058870,10.552418,79.43792,10.631248,79.423088
15058871,11.622682,79.447136,11.693211,79.429779
15058872,11.2314,79.442963,11.303638,79.427017
15058873,11.234784,79.440521,11.307153,79.424553
15058874,11.450647,79.454575,11.51462,79.438339
15058875,11.448585,79.453995,11.512745,79.437759
15058876,11.283146,79.411369,11.356714,79.394981
15058877,11.543471,79.443253,11.610122,79.425941
15058878,11.455838,79.375961,11.528092,79.359711
15058879,11.328394,79.362373,11.405083,79.346512
15058880,11.307885,79.344124,11.385934,79.328033
15058881,11.244099,79.403168,11.320126,79.387154
15058882,11.405191,79.47438,11.47309,79.459305
15058883,11.525414,79.373886,11.597655,79.35762
15058884,11.528568,79.37413,11.599327,79.357819
15058885,11.55617,79.370972,11.625581,79.354492
15058886,11.558421,79.37059,11.627419,79.35405
15058887,11.340564,79.321922,11.418822,79.305573
15058888,11.527303,79.368919,11.597687,79.352646
15058889,11.541516,79.364372,11.611871,79.348099
15058890,13.187479,79.135216,13.239261,79.11972
15058891,13.474514,79.139259,13.525088,79.123085
15058892,15.118873,79.202408,15.185336,79.186668
15058893,14.617,79.076035,14.669262,79.060638
15058894,14.633776,79.0606,14.685699,79.045486
15058895,14.637403,79.060539,14.689654,79.045357
15058896,14.934059,79.097908,14.994731,79.082153
29827,17.141476,80.596176,17.267382,80.590118
29828,17.068174,80.602966,17.193979,80.596642
29829,17.070768,80.602867,17.196169,80.596474
29830,10.174342,80.649086,10.266167,80.641083
29831,10.253019,80.657471,10.343916,80.649437
29832,9.270977,80.598434,9.366004,80.589897
29833,9.242944,80.587166,9.337675,80.578682
29834,9.154125,80.346413,9.243885,80.340881
29835,9.154125,80.348312,9.243903,80.342781
29836,9.224206,80.357132,9.314971,80.352028
29837,9.774392,80.356949,9.857316,80.351593
29838,9.499424,80.413559,9.588016,80.407219
29839,9.504986,80.413445,9.593764,80.407143
29840,11.950474,80.622818,12.027163,80.614586
29841,11.221315,80.425934,11.325103,80.419594
29842,10.762356,80.30027,10.851373,80.292648
29843,10.802051,80.296188,10.89103,80.288559
29844,10.659963,80.26104,10.748412,80.253784
29845,10.718736,80.263916,10.811711,80.256241
29846,10.876295,80.253242,10.966668,80.245857
29847,10.823333,80.267853,10.915586,80.260185
9162267,2.927065,81.169846,3.05487,81.159073
9162268,2.91969,81.179039,3.050718,81.168922
9162269,2.93245,81.170509,3.060109,81.159805
9162270,2.056016,81.120918,2.17487,81.107796
9162271,2.060392,81.118408,2.178295,81.10527
9162272,2.049664,81.121307,2.168732,81.10817
9162273,2.137652,81.151581,2.258498,81.138725
9162274,2.413908,81.162132,2.534211,81.150429
9162275,2.05474,81.171394,2.179573,81.157997
9162276,2.081433,81.179688,2.208279,81.166435
9162277,2.634717,81.150024,2.76109,81.137901
9162278,2.074571,81.260544,2.222086,81.249138
9162279,2.051246,81.269676,2.198914,81.25827
9162280,2.085969,81.199432,2.218284,81.187241
9162281,2.114614,81.216728,2.249538,81.205315
9162282,2.437445,81.215981,2.577209,81.206009
9162283,2.608795,81.206429,2.740144,81.197563
9162284,2.56377,81.142052,2.688906,81.129433
9162285,3.618779,81.269272,3.765871,81.264091
9162286,3.596499,81.264389,3.743604,81.259369
9162287,3.611635,81.251129,3.75774,81.246063
6154258,4.125375,81.367287,4.269789,81.362053
6154259,4.109479,81.364059,4.254095,81.358864
6154260,5.106185,82.249069,5.264602,82.244774
6154261,5.833297,82.009804,5.968001,82.00312
6154262,7.161714,82.230026,7.285914,82.226418
6154263,8.468494,82.177094,8.595746,82.171631
6154264,8.473494,82.152367,8.599184,82.146698
6154265,8.416234,82.154991,8.540007,82.149284
6154266,6.817921,81.948982,6.94611,81.941864
6154267,6.810457,81.924408,6.938057,81.917229
6154268,6.929758,82.003464,7.059647,81.996857
6154269,6.935447,81.97921,7.061831,81.972137
6154270,7.057461,81.9646,7.181317,81.957886
6154271,9.995977,82.071251,10.11892,82.065674
6154272,9.973554,82.076149,10.097873,82.070618
6154273,10.029566,82.066269,10.152433,82.060654
6154274,10.031336,82.064796,10.154564,82.059204
6154275,9.87565,81.905785,10.000969,81.898483
6154276,9.897635,81.896332,10.022809,81.888992
6154277,9.705953,81.873901,9.827778,81.8666
6154278,9.757202,81.881432,9.880111,81.873779
9162288,3.762219,81.257812,3.907768,81.252785
9162289,3.683702,81.250717,3.829268,81.245728
9162290,3.230611,81.113823,3.349998,81.101753
9162291,3.093723,81.152122,3.220952,81.141418
9162292,3.105564,81.151566,3.233209,81.140793
9162293,3.367914,81.108124,3.485876,81.097
9162294,3.704627,81.169479,3.841057,81.162903
9162295,3.575558,81.172867,3.71049,81.166016
9162296,3.49068,81.116035,3.614874,81.106636
9162297,3.428198,81.113541,3.550392,81.103134
9162298,3.577106,81.116699,3.701309,81.107285
9162299,3.806584,81.22039,3.944627,81.215088
9162300,3.746829,81.197708,3.882616,81.191559
9162301,3.725455,81.191444,3.863542,81.185349
9162302,3.716934,81.192123,3.855017,81.186005
9162303,3.057183,81.159592,3.189692,81.149742
9162304,3.043459,81.159157,3.170789,81.148453
9162305,3.031717,81.16729,3.164341,81.157455
9162306,3.078654,81.1576,3.211134,81.147766
9162307,2.985341,81.177971,3.116263,81.167938
9162308,3.161272,81.147064,3.286974,81.136421
6154279,8.671393,81.766556,8.776196,81.758972
6154280,9.677545,81.804932,9.794246,81.798309
6154281,10.247939,81.908791,10.365592,81.901711
6154282,10.050685,81.827538,10.169652,81.821312
6154283,10.143887,81.785233,10.261608,81.778511
6154284,10.195612,81.750542,10.315741,81.742722
6154285,9.940709,81.799049,10.058657,81.79245
6154286,5.397646,81.611626,5.527321,81.606377
6154287,7.634816,81.711189,7.743884,81.705177
6154288,6.98773,81.697388,7.098843,81.691216
6154289,6.61365,81.69236,6.732556,81.686676
6154290,7.004246,81.681313,7.116306,81.67524
6154291,6.797022,81.64547,6.914977,81.639786
6154292,6.79709,81.645515,6.914977,81.639786
6154293,6.912408,81.643234,7.027568,81.637314
6154294,7.167084,81.602303,7.277766,81.596062
6154295,7.120176,81.582642,7.231064,81.576065
6154296,7.134681,81.570488,7.24541,81.563927
6154297,7.124603,81.570419,7.234832,81.563972
6154298,6.612334,81.613152,6.734335,81.607414
6154299,7.253897,81.572388,7.36553,81.565765
29848,10.861957,80.271713,10.95402,80.264
29849,11.122578,80.248695,11.210815,80.241631
29850,10.989604,80.251137,11.079432,80.243896
29851,10.406358,80.374519,10.486176,80.367996
29852,10.424133,80.348549,10.506299,80.342285
29853,10.414872,80.347282,10.497153,80.340935
29854,10.537136,80.331245,10.619496,80.324692
29855,10.872837,80.340248,10.960267,80.332527
29856,10.996168,80.399841,11.078994,80.391418
29857,11.011335,80.38752,11.09527,80.37899
29858,10.71549,80.288933,10.807434,80.281525
29859,10.582718,80.286537,10.668737,80.279808
29860,10.580692,80.286079,10.66723,80.279343
29861,10.430871,80.255493,10.517908,80.247681
29862,10.84334,80.308769,10.933415,80.30085
29863,12.358285,80.358543,12.439212,80.350937
29864,12.289083,80.357841,12.369548,80.350281
29865,10.287019,80.219131,10.372317,80.211647
29866,10.34244,80.220795,10.427912,80.213264
29867,10.343135,80.226593,10.428876,80.21907
29868,9.988853,80.161903,10.074121,80.154915
15058897,13.497924,80.090195,13.580172,80.081978
15058898,13.578391,80.127602,13.660342,80.119675
15058899,13.792957,80.104774,13.873855,80.096794
15058900,13.68797,79.982803,13.763277,79.97271
15058901,13.959867,80.089027,14.040087,80.080788
15058902,13.947351,80.087471,14.027268,80.079308
15058903,12.817598,79.98307,12.902784,79.972282
15058904,14.529698,79.896927,14.600093,79.888832
15058905,14.380575,79.858887,14.444212,79.849304
15058906,14.565261,79.8629,14.628546,79.854004
15058907,14.486417,79.834984,14.548122,79.824547
15058908,13.9738,80.03756,14.052602,80.029366
15058909,13.965069,80.035713,14.043338,80.027153
15058910,14.175536,80.097832,14.260749,80.090485
15058911,14.636006,80.09108,14.718793,80.083656
15058912,14.722975,80.088547,14.803157,80.081474
15058913,14.730984,80.087547,14.811158,80.080467
15058914,14.747566,80.095406,14.827803,80.088326
15058915,14.327301,79.987503,14.402908,79.979141
15058916,12.110641,79.696846,12.181103,79.683968
15058917,12.456763,79.77459,12.529486,79.762428
3120650,25.265795,82.208321,25.430676,82.194717
3120651,24.62882,82.156189,24.794964,82.14357
3120652,24.63187,82.156349,24.798643,82.143723
3120653,24.646624,82.131859,24.8144,82.119247
3120654,24.725824,82.13958,24.892466,82.126892
3120655,23.133446,82.334869,23.322424,82.324356
3120656,23.260021,82.336617,23.448727,82.325897
3120657,23.543909,82.356644,23.725962,82.345627
3120658,23.328936,82.339317,23.517273,82.328568
3120659,23.894999,82.312531,24.066196,82.301521
3120660,23.897076,82.312675,24.066359,82.301704
3120661,23.773729,82.279686,23.950623,82.268829
3120662,23.502529,82.35006,23.685871,82.339203
3120663,23.482265,82.350136,23.665546,82.339264
3120664,23.708982,82.345512,23.885977,82.334518
3120665,23.675507,82.344032,23.852713,82.332977
3120666,23.535686,82.301399,23.716482,82.290886
3120667,23.843544,82.308495,24.014654,82.297493
3120668,23.712391,82.273308,23.889135,82.262421
3120669,23.899563,82.282265,24.070763,82.271034
3120670,23.929577,82.289436,24.100933,82.278198
12129682,42.525295,81.296608,42.575443,81.283089
29869,10.132418,80.173676,10.218385,80.166855
29870,9.546718,80.075012,9.629582,80.067673
29871,9.668589,80.076637,9.750817,80.069382
29872,9.179589,79.795029,9.257911,79.780167
29873,8.702757,79.74308,8.78181,79.726425
29874,9.204525,79.769562,9.283294,79.754097
29875,9.167057,79.746635,9.24509,79.730629
29876,9.15594,79.769775,9.23471,79.754318
29877,8.417233,79.831009,8.480272,79.817757
29878,9.147608,79.717979,9.223455,79.701805
29879,9.148509,79.718102,9.224662,79.701851
29880,9.794701,79.813423,9.875423,79.799599
29881,9.987554,79.856247,10.072126,79.84391
29882,9.328271,79.762817,9.408172,79.7472
29883,9.328377,79.762833,9.408344,79.747276
29884,9.519698,79.751419,9.59901,79.735374
29885,9.835636,79.690582,9.913747,79.6744
29886,9.850644,79.708839,9.928718,79.692657
29887,9.815393,79.710464,9.893308,79.694229
29888,9.665658,79.753464,9.744396,79.737495
29889,9.74015,79.810226,9.82115,79.795753
9162309,3.457366,81.141693,3.590078,81.133301
9162310,3.687405,81.115807,3.817447,81.10717
9162311,3.861793,81.125198,4.001085,81.117722
9162312,2.101428,81.09745,2.217861,81.084251
9162313,2.224441,81.102539,2.340908,81.089294
9162314,2.224529,81.10247,2.340908,81.089294
9162315,2.789096,81.085457,2.908345,81.072701
9162316,2.813739,81.087349,2.933012,81.074577
9162317,2.487425,81.015862,2.599607,81.001686
9162318,2.876579,81.096565,2.99696,81.083954
9162319,2.87664,81.096855,2.997027,81.084328
9162320,2.925248,81.095779,3.044055,81.083138
9162321,2.740856,81.025406,2.852209,81.011292
9162322,3.396908,81.095032,3.511649,81.083321
9162323,3.095695,80.951088,3.204884,80.937767
9162324,3.394306,80.968925,3.502942,80.955833
9162325,3.307075,81.110008,3.425663,81.098122
9162326,3.414936,81.096191,3.529692,81.08448
9162327,3.798499,81.089294,3.926843,81.080223
9162328,3.460757,81.122833,3.588153,81.113388
9162329,0.071382,80.732025,0.18206,80.718048
15058918,12.256937,79.734932,12.328225,79.722748
15058919,12.238418,79.782341,12.311835,79.77021
15058920,12.225332,79.786232,12.298532,79.774025
15058921,12.570151,79.776726,12.640933,79.76474
15058922,12.106068,79.705292,12.176586,79.692398
15058923,12.106057,79.703659,12.176422,79.69075
15058924,12.672254,79.651474,12.735965,79.63903
15058925,12.691857,79.65168,12.755793,79.639305
15058926,12.619781,79.64946,12.684594,79.636955
15058927,12.663773,79.651978,12.726997,79.639473
15058928,12.477524,79.648994,12.542411,79.636131
15058929,12.881275,79.625206,12.939939,79.613037
15058930,12.885157,79.624405,12.943637,79.612267
15058931,12.979255,79.685349,13.039729,79.673332
15058932,13.090915,79.694099,13.150881,79.682175
15058933,13.081932,79.694,13.142657,79.682152
15058934,13.090245,79.692146,13.150528,79.680107
15058935,13.67443,79.67495,13.728798,79.663811
15058936,13.960407,79.648445,14.021791,79.63485
15058937,13.751166,79.637169,13.811055,79.624687
15058938,13.433571,79.841194,13.498185,79.830185
29890,9.717116,79.79744,9.797702,79.782593
29891,9.53028,79.781319,9.610467,79.766098
29892,9.646586,79.758247,9.727013,79.7425
29893,9.835636,79.705376,9.913676,79.689133
29894,10.518033,80.067413,10.604167,80.059074
29895,11.636474,80.126663,11.718029,80.11821
29896,10.443855,79.90435,10.532011,79.895966
29897,10.028098,79.70089,10.105783,79.684471
29898,10.014074,79.711014,10.09114,79.694199
29899,10.022442,79.714149,10.100006,79.697388
29900,10.004718,79.709084,10.081681,79.692375
29901,10.007153,79.709824,10.084489,79.693031
29902,10.017984,79.711563,10.095167,79.694702
29903,10.194872,79.685242,10.276538,79.669006
29904,10.191357,79.68322,10.272594,79.667061
29905,9.991527,79.70076,10.068132,79.68428
29906,10.001886,79.704475,10.079597,79.688049
29907,10.503822,79.795372,10.59226,79.781281
29908,10.499682,79.795479,10.588094,79.781296
29909,10.37162,79.719093,10.455986,79.702431
29910,10.057348,79.715569,10.133749,79.69854
9162330,1.10766,80.741058,1.208993,80.728554
9162331,1.102411,80.74057,1.204201,80.728043
9162332,1.067351,80.814018,1.168936,80.802002
9162333,1.05514,80.815826,1.156745,80.803818
9162334,0.843765,80.873032,0.953005,80.860153
9162335,1.078212,80.817062,1.179831,80.805038
9162336,0.035477,80.673782,0.139859,80.659569
9162337,1.363363,80.69516,1.457689,80.683823
9162338,0.725965,80.579155,0.813777,80.566643
9162339,0.177642,80.697823,0.284538,80.684052
9162340,0.07075,80.649796,0.173198,80.635948
9162341,0.21238,80.669693,0.315783,80.655724
9162342,0.563894,80.615334,0.655518,80.602921
9162343,0.551807,80.616867,0.643447,80.604446
9162344,0.481367,80.626633,0.573786,80.614136
9162345,0.504744,80.626579,0.597162,80.61409
9162346,0.575051,80.610237,0.666627,80.597824
9162347,0.759691,80.587143,0.849242,80.574669
9162348,1.239266,80.579865,1.325598,80.569366
9162349,1.259045,80.561211,1.343872,80.55085
9162350,1.269924,80.557396,1.35347,80.546906
3120671,24.25279,82.287628,24.417099,82.276138
3120672,24.302893,82.287971,24.464853,82.276649
3120673,24.022627,82.298248,24.190655,82.286972
3120674,24.131351,82.294853,24.297663,82.283424
3120675,24.250946,82.320007,24.415451,82.308678
3120676,24.130013,82.303345,24.295811,82.291908
3120677,24.783985,82.28289,24.943527,82.271126
3120678,24.529196,82.18708,24.69314,82.174553
3120679,25.106518,82.226898,25.270599,82.213692
3120680,25.205576,82.203766,25.370741,82.190277
3120681,25.179684,82.173058,25.347265,82.159866
3120682,24.957523,82.269539,25.116056,82.256943
3120683,24.907415,82.270798,25.067247,82.257896
3120684,24.792744,82.239365,24.955582,82.226738
3120685,24.738144,82.206635,24.902805,82.193939
3120686,24.610916,82.191566,24.774706,82.179039
3120687,24.605124,82.192688,24.768936,82.180191
3120688,24.599957,82.191971,24.763603,82.179451
3120689,25.218924,82.204933,25.383732,82.191338
3120690,25.052071,82.167389,25.221025,82.154266
3120691,24.614094,82.170517,24.780088,82.157799
6154300,4.716316,81.346527,4.847883,81.340569
6154301,4.72685,81.344055,4.85838,81.338112
6154302,4.421029,81.352623,4.557964,81.347229
6154303,4.828821,81.366982,4.958708,81.361023
6154304,4.527208,81.317673,4.662835,81.311859
6154305,5.149921,81.316704,5.269886,81.309647
6154306,5.111132,81.318779,5.231126,81.311745
6154307,5.110909,81.318207,5.230781,81.31115
6154308,5.055023,81.33429,5.178473,81.328033
6154309,5.03691,81.327103,5.160088,81.320686
6154310,5.018163,81.297005,5.144557,81.290504
6154311,4.903645,81.290123,5.034135,81.283966
6154312,5.018237,81.296844,5.144445,81.290398
6154313,4.977998,81.28994,5.106196,81.283478
6154314,5.015604,81.300858,5.141912,81.294273
6154315,5.034898,81.297318,5.161046,81.290749
6154316,5.021294,81.297241,5.147281,81.290665
6154317,5.072456,81.28746,5.200954,81.280968
6154318,5.147659,81.320419,5.266861,81.314011
6154319,5.495729,81.376976,5.621779,81.370621
6154320,5.496206,81.359489,5.623686,81.353241
6154321,5.48922,81.359268,5.61701,81.352928
6154322,5.85372,81.477211,5.974254,81.470062
6154323,5.277001,81.354706,5.407571,81.349335
6154324,5.257269,81.325142,5.385548,81.318855
6154325,5.204708,81.322945,5.323946,81.316544
6154326,6.006324,81.454544,6.125214,81.44754
6154327,6.049596,81.451317,6.169586,81.443817
6154328,6.123694,81.457916,6.241988,81.450623
6154329,5.935797,81.385307,6.05765,81.377998
6154330,6.293948,81.369972,6.407939,81.362976
6154331,6.173273,81.456367,6.290187,81.448662
6154332,5.836071,81.323814,5.957876,81.316559
6154333,6.079143,81.349197,6.196044,81.341942
6154334,5.971409,81.32254,6.090168,81.315361
6154335,6.117295,81.332726,6.233672,81.325546
6154336,6.290079,81.326714,6.398869,81.319664
6154337,7.275274,81.41658,7.391596,81.407921
6154338,7.286141,81.416664,7.402364,81.408096
6154339,7.284403,81.397728,7.401136,81.389145
6154340,6.747468,81.328903,6.867176,81.321808
6154341,7.092345,81.276199,7.217322,81.267082
3120692,24.568254,82.184929,24.732155,82.172409
3120693,24.588833,82.176712,24.752562,82.164185
3120694,24.588833,82.178513,24.7526,82.16597
3120695,25.022751,82.157364,25.190737,82.144043
3120696,25.01104,82.155777,25.178991,82.142441
3120697,25.044601,82.160263,25.213146,82.146973
3120698,25.071093,82.127174,25.239752,82.113686
3120699,25.078545,82.121017,25.246056,82.107735
3120700,24.672434,82.17411,24.837671,82.161354
3120701,24.736559,82.139481,24.903854,82.126556
3120702,24.716448,82.122475,24.884928,82.109512
3120703,24.726164,82.108231,24.895752,82.095047
3120704,24.805408,82.09343,24.973644,82.079811
3120705,25.105444,82.148514,25.2743,82.134941
3120706,24.944197,82.152245,25.11194,82.138847
3120707,25.126165,82.137901,25.293722,82.124313
3120708,22.755484,82.107559,22.95603,82.096291
3120709,22.331388,82.11734,22.534239,82.106422
3120710,22.723459,81.998306,22.921469,81.985359
3120711,22.49301,82.087112,22.694658,82.075859
3120712,23.955538,82.049583,24.129408,82.037178
9162351,1.233729,80.549034,1.316313,80.538414
9162352,0.483497,80.902458,0.601909,80.888603
9162353,0.543129,80.887955,0.660235,80.874298
9162354,0.566312,80.874039,0.678318,80.861176
9162355,0.529832,80.871765,0.645285,80.858345
9162356,0.33555,80.825264,0.454358,80.812119
9162357,0.011887,80.765663,0.123983,80.751923
9162358,0.336889,80.885628,0.460547,80.871376
9162359,0.286895,80.822479,0.40462,80.809502
9162360,0.09486,80.733849,0.20556,80.719864
9162361,0.011853,80.740227,0.122628,80.72625
9162362,0.094939,80.752739,0.20688,80.739006
9162363,0.055501,80.758141,0.167817,80.744392
9162364,0.14232,80.746155,0.251764,80.732368
9162365,0.189564,80.737946,0.298911,80.724159
9162366,0.190001,80.738068,0.298917,80.724319
9162367,0.212687,80.715317,0.320166,80.701576
9162368,0.226372,80.712273,0.332508,80.698563
9162369,0.209322,80.713737,0.316572,80.699944
9162370,0.225907,80.751495,0.335568,80.738083
9162371,0.165759,80.715996,0.272914,80.702293
15058939,13.500413,79.833916,13.562913,79.823029
15058940,13.496592,79.837784,13.559278,79.826996
15058941,14.049431,79.776878,14.108332,79.766556
15058942,13.234956,79.694031,13.294312,79.682449
15058943,13.838583,79.610046,13.899358,79.597748
15058944,13.030747,79.618134,13.083197,79.606293
15058945,13.26809,79.609482,13.321843,79.598236
15058946,14.07266,79.620895,14.13677,79.607895
15058947,14.077813,79.609261,14.142406,79.596504
15058948,14.111534,79.603279,14.176088,79.590523
15058949,14.147648,79.580322,14.212393,79.567711
15058950,14.049238,79.619804,14.113343,79.606789
15058951,14.062216,79.610916,14.126801,79.598099
15058952,14.059597,79.610298,14.124179,79.597466
15058953,14.082918,79.603737,14.147475,79.590988
15058954,14.909234,79.956467,14.984668,79.948616
15058955,15.393073,79.93309,15.475636,79.926338
15058956,14.647616,79.81424,14.713447,79.803154
15058957,14.716249,79.807167,14.783278,79.795769
15058958,15.619847,79.84597,15.710559,79.838097
15058959,15.76062,79.817833,15.854142,79.80706
12129713,39.9856,81.481712,40.038452,81.468346
