id,ra,dec,ra_mag,dec_mag
9160732,37.505554,81.382751,37.582779,81.371849
9160733,37.619732,81.338089,37.694847,81.327385
20828551,9.297779,80.178802,9.379321,80.171768
20828552,8.964307,80.163879,9.049764,80.156837
20828553,9.092532,80.154991,9.176431,80.148026
20828554,9.091598,80.152817,9.175659,80.145889
20828555,8.995561,80.052338,9.077983,80.045609
20828556,8.631899,80.038071,8.713316,80.031242
20828557,8.75046,80.045471,8.83154,80.03862
20828558,9.44722,80.204613,9.531416,80.198738
20828559,10.748556,80.134239,10.834148,80.127045
20828560,10.751678,80.16066,10.834229,80.154045
20828561,10.826117,80.05587,10.912719,80.047356
20828562,9.492051,80.040039,9.570413,80.032448
20828563,10.816987,80.0224,10.902647,80.014
20828564,10.651389,79.989037,10.737185,79.980667
20828565,8.962863,79.773811,9.039329,79.759064
20828566,9.634227,79.859627,9.711036,79.849068
20828567,8.329609,79.679741,8.393186,79.66478
20828568,8.176383,79.658318,8.236921,79.642845
20828569,8.253187,79.633522,8.312625,79.617355
20828570,10.285041,79.796074,10.366307,79.783089
20828571,9.967038,79.774521,10.041896,79.760735
28861,8.194625,80.554993,8.299524,80.547188
28862,8.193198,80.555008,8.298395,80.547173
28863,8.429062,80.572762,8.534189,80.565369
28864,8.614611,80.661011,8.718227,80.65184
28865,8.648823,80.660789,8.752437,80.651649
28866,6.322955,80.291473,6.429549,80.283852
28867,6.293542,80.270721,6.399799,80.263405
28868,6.375566,80.212471,6.48027,80.205193
28869,6.226026,80.069542,6.325211,80.059853
28870,6.207886,80.073708,6.307671,80.064339
28871,6.2373,80.074783,6.336705,80.065498
28872,6.253737,80.062233,6.35285,80.052567
28873,6.611574,80.10788,6.708053,80.099777
28874,5.678237,80.020538,5.765201,80.00885
28875,6.049643,79.980171,6.140323,79.966637
28876,6.313843,80.037582,6.414155,80.026649
28877,6.371292,80.025665,6.471486,80.014748
28878,6.694731,79.973495,6.785017,79.96077
28879,6.848756,79.965965,6.935718,79.953377
28880,7.043402,79.823265,7.116223,79.807632
28881,6.993735,79.839111,7.067686,79.823654
15057952,6.244077,80.385124,6.3519,80.378227
15057953,6.127844,80.384171,6.234887,80.37709
15057954,7.98993,80.406731,8.089555,80.400726
15057955,6.7995,80.468666,6.907964,80.46122
15057956,6.7988,80.468765,6.9068,80.46125
15057957,7.010431,80.451004,7.1205,80.443398
15057958,6.962583,80.450996,7.073667,80.443489
15057959,7.384114,80.43235,7.490618,80.425079
15057960,6.975801,80.544441,7.093177,80.536316
15057961,6.637632,80.426537,6.738698,80.418488
15057962,6.754793,80.427498,6.860514,80.419395
15057963,6.739109,80.420731,6.844293,80.412437
15057964,6.824254,80.425819,6.933854,80.417755
15057965,7.159695,80.419716,7.266629,80.412132
15057966,6.649214,80.427925,6.750295,80.419891
15057967,7.070166,80.410637,7.177766,80.402901
15057968,7.071942,80.409805,7.179351,80.402138
15057969,7.103547,80.334572,7.207584,80.326775
15057970,7.221085,80.353653,7.327217,80.346153
15057971,6.970796,80.306396,7.07396,80.299088
15057972,7.004812,80.297096,7.108332,80.289673
12128179,31.485512,81.586349,31.602644,81.574783
12128180,31.444395,81.533493,31.558271,81.522499
12128181,31.540623,81.575943,31.657076,81.564568
12128182,31.480244,81.542091,31.594234,81.531128
12128183,31.813316,81.536392,31.925756,81.525391
12128184,31.853413,81.536415,31.965694,81.525368
12128185,31.421579,81.478111,31.529604,81.467026
12128186,31.410025,81.422821,31.512991,81.411911
12128187,31.350719,81.434669,31.454689,81.423569
12128188,31.443125,81.515892,31.555607,81.504822
12128189,31.442764,81.515579,31.555355,81.504379
12128190,31.166199,81.389145,31.272623,81.378769
12128191,31.488703,81.410187,31.592806,81.399368
12128192,31.176344,81.363304,31.282166,81.353165
12128193,31.205139,81.374886,31.310572,81.364525
12128194,31.206146,81.374901,31.311665,81.364426
12128195,29.685501,81.460655,29.815563,81.449303
12128196,29.684044,81.459595,29.813951,81.44825
12128197,29.570248,81.445099,29.698095,81.434006
12128198,30.737843,81.280228,30.848352,81.268951
12128199,30.693699,81.291916,30.805494,81.280487
9160734,37.677292,81.362572,37.75211,81.351944
9160735,37.062382,81.449471,37.143528,81.437981
9160736,36.933773,81.412064,37.010437,81.40036
9160737,36.97142,81.417496,37.047844,81.4058
9160738,36.933506,81.419006,37.010296,81.407272
9160739,36.857132,81.405846,36.931698,81.394386
9160740,36.997646,81.412048,37.07431,81.40033
9160741,37.15546,81.212738,37.22781,81.202774
9160742,36.745296,81.372261,36.82415,81.361015
9160743,36.397655,81.258568,36.470306,81.24781
9160744,37.706463,81.610924,37.779644,81.599617
9160745,37.134052,81.611397,37.216751,81.60025
9160746,37.094616,81.607216,37.177277,81.596092
9160747,37.532036,81.587204,37.609493,81.576195
9160748,37.53091,81.58725,37.608463,81.576324
9160749,37.862484,81.535416,37.932896,81.524689
9160750,37.809174,81.522621,37.880646,81.511993
9160751,37.774986,81.521919,37.846615,81.511299
9160752,37.660774,81.512856,37.734974,81.502235
9160753,38.193668,81.547745,38.260845,81.536446
9160754,38.193119,81.547897,38.259823,81.536568
20828572,10.629192,79.804848,10.716005,79.792427
20828573,10.526721,79.841583,10.612811,79.830391
20828574,10.532111,79.777893,10.614775,79.764084
20828575,9.838917,79.753029,9.912451,79.738213
20828576,9.856826,79.752419,9.930222,79.737808
20828577,10.482969,79.851631,10.569142,79.840446
20828578,10.571193,79.837593,10.657652,79.826462
20828579,10.421831,79.734222,10.503592,79.719063
20828580,10.282296,79.691231,10.36144,79.676041
20828581,10.28034,79.691788,10.359487,79.67659
20828582,10.291123,79.694595,10.370397,79.67971
20828583,10.299946,79.696915,10.379474,79.681923
20828584,10.357777,79.700378,10.437696,79.685219
20828585,9.840357,79.743904,9.913169,79.728806
20828586,9.899714,79.735527,9.972466,79.720421
20828587,9.907119,79.732246,9.980056,79.717064
20828588,10.339574,79.84256,10.42451,79.830826
20828589,10.493498,79.850433,10.579662,79.839256
20828590,10.51657,79.861786,10.603757,79.851463
20828591,10.514542,79.865746,10.601763,79.8554
20828592,10.495108,79.83149,10.580073,79.820137
28882,7.05055,79.822617,7.1232,79.807022
28883,7.078644,79.8909,7.155956,79.876648
28884,6.961942,79.819153,7.037245,79.803253
28885,7.547114,79.9319,7.630618,79.920349
28886,7.608115,79.926773,7.688858,79.915108
28887,7.658424,79.921883,7.739129,79.910233
28888,7.662782,79.924263,7.740553,79.912514
28889,7.579767,79.917778,7.659859,79.905777
28890,7.316596,79.856117,7.388628,79.841377
28891,7.29276,79.85424,7.364806,79.839211
28892,7.181698,79.82972,7.254731,79.814606
28893,7.122378,79.841232,7.19653,79.825951
28894,7.147419,79.830391,7.220457,79.815292
28895,7.154706,79.84832,7.228656,79.833061
28896,7.14518,79.830658,7.218482,79.815636
28897,7.173189,79.824242,7.246074,79.809143
28898,7.167953,79.842026,7.24257,79.82666
28899,7.144986,79.830505,7.218481,79.815422
28900,7.132618,79.82235,7.203582,79.807228
28901,7.172552,79.857582,7.247179,79.842422
28902,7.150101,79.858521,7.224735,79.843384
12128200,30.61676,81.275101,30.729361,81.263824
12128201,30.80216,81.278191,30.909164,81.26696
12128202,31.011993,81.358002,31.118599,81.347755
12128203,30.720167,81.293243,30.83189,81.281906
12128204,30.768415,81.273659,30.878843,81.262405
12128205,30.785767,81.272575,30.894096,81.261452
12128206,30.839783,81.295662,30.948908,81.284401
12128207,30.838926,81.296204,30.948034,81.28492
12128208,30.900787,81.286011,31.007845,81.274666
12128209,30.924356,81.294037,31.030848,81.282921
12128210,30.903296,81.288948,31.009815,81.277641
12128211,30.907642,81.284721,31.014997,81.273346
12128212,30.921614,81.29171,31.028717,81.280281
12128213,30.924053,81.2911,31.031765,81.27977
12128214,30.861942,81.280266,30.969229,81.268982
12128215,31.000851,81.293373,31.107113,81.282082
12128216,30.898115,81.286148,31.004374,81.27478
12128217,30.921389,81.280113,31.0282,81.268692
12128218,30.931185,81.296242,31.038254,81.285126
12128219,30.893333,81.284027,31.000019,81.272743
12128220,30.943163,81.306953,31.049582,81.296036
15057973,6.962674,80.308777,7.066445,80.301407
15057974,7.39735,80.395142,7.503723,80.387589
15057975,7.271821,80.385284,7.377484,80.377876
15057976,7.27623,80.391945,7.381966,80.384514
15057977,7.389448,80.374802,7.495,80.367203
15057978,7.391224,80.371048,7.496873,80.36348
15057979,7.394888,80.373795,7.49999,80.36628
15057980,7.413626,80.373192,7.519513,80.365654
15057981,7.426392,80.377029,7.531888,80.369385
15057982,7.378249,80.374702,7.483509,80.367142
15057983,7.272808,80.360588,7.37915,80.353035
15057984,7.219632,80.35273,7.325754,80.345192
15057985,7.150741,80.325333,7.255081,80.317688
15057986,7.220774,80.333267,7.325586,80.325531
15057987,7.216032,80.333374,7.321158,80.3256
15057988,7.220421,80.332855,7.325292,80.325157
15057989,7.370525,80.367844,7.476484,80.360336
15057990,7.296946,80.349205,7.403319,80.341537
15057991,7.963847,80.414734,8.063489,80.408722
15057992,8.388583,80.406609,8.487688,80.40139
15057993,8.049411,80.419197,8.151588,80.412781
20828593,9.44969,79.73571,9.525308,79.720947
20828594,9.41731,79.712898,9.492844,79.698112
20828595,9.369062,79.672997,9.44481,79.658051
20828596,9.294284,79.640427,9.369893,79.626129
20828597,9.276541,79.633492,9.3521,79.619202
20828598,10.997109,79.944725,11.078189,79.935593
20828599,11.055632,79.941109,11.137258,79.931465
20828600,11.049498,79.948067,11.130685,79.938972
20828601,11.005279,79.946434,11.086289,79.937378
20828602,11.011498,79.939659,11.094651,79.93055
20828603,10.879255,79.951851,10.961609,79.942978
20828604,10.998289,79.945969,11.079914,79.936874
20828605,10.946955,79.954201,11.028597,79.945473
20828606,11.102687,80.071198,11.184813,80.062729
20828607,11.085615,80.070641,11.168704,80.062035
20828608,11.087177,80.070518,11.17006,80.061928
20828609,11.124135,80.070564,11.206403,80.06205
20828610,11.125731,80.030754,11.207335,80.022743
20828611,11.084069,80.110634,11.166079,80.102646
20828612,11.060512,80.067436,11.143666,80.058853
20828613,11.024903,80.065643,11.107965,80.057129
9160755,38.188683,81.547356,38.256611,81.536049
9160756,38.116554,81.517342,38.186329,81.506119
9160757,38.046158,81.515373,38.117741,81.504311
9160758,38.623512,81.508965,38.679283,81.497383
9160759,38.137058,81.447845,38.202648,81.436134
9160760,38.34198,81.434113,38.408829,81.422264
9160761,38.583252,81.503281,38.638988,81.491692
9160762,38.577988,81.502823,38.634148,81.491234
9160763,38.579403,81.484161,38.636707,81.472145
9160764,38.513195,81.477463,38.572823,81.465508
9160765,38.5116,81.453812,38.573624,81.44191
9160766,38.352016,81.435783,38.418144,81.423988
9160767,38.361767,81.438301,38.42807,81.426414
9160768,36.730354,81.518494,36.808395,81.507416
9160769,36.4044,81.42881,36.483669,81.418236
9160770,36.361145,81.416679,36.439632,81.405983
9160771,36.405231,81.426872,36.484028,81.416237
9160772,36.398544,81.423439,36.477543,81.412773
9160773,36.107086,81.404381,36.180882,81.393272
9160774,36.266888,81.418907,36.344269,81.408234
9160775,36.144253,81.451881,36.221825,81.441055
28903,7.134565,79.85453,7.208858,79.839348
28904,7.359557,79.891541,7.43539,79.877968
28905,7.110509,79.847893,7.184707,79.832626
28906,7.30684,79.832047,7.376848,79.817253
28907,7.534784,79.853226,7.608126,79.839249
28908,7.5354,79.872749,7.609871,79.859001
28909,7.458551,79.872093,7.534114,79.858139
28910,7.574905,79.869102,7.64935,79.855377
28911,7.402892,79.871933,7.477513,79.858162
28912,7.397398,79.863617,7.470873,79.849442
28913,7.406019,79.859421,7.479174,79.845284
28914,7.360524,79.816162,7.430314,79.801521
28915,7.775264,79.874176,7.847297,79.861626
28916,7.747413,79.852791,7.81736,79.839226
28917,7.870793,79.856209,7.942699,79.842766
28918,7.842714,79.855118,7.914506,79.841583
28919,6.459436,80.200363,6.562083,80.193039
28920,6.46042,80.197113,6.56335,80.189728
28921,6.912876,80.157173,7.012133,80.149948
28922,6.338996,80.033424,6.439266,80.022484
28923,6.341386,80.022652,6.44155,80.011734
12128221,30.901043,81.285339,31.00806,81.274071
12128222,30.911188,81.279854,31.018238,81.268532
12128223,30.920155,81.286095,31.027172,81.274864
12128224,30.895617,81.285088,31.003067,81.27372
12128225,30.833364,81.296379,30.942465,81.285049
12128226,30.842173,81.280922,30.949247,81.269638
12128227,30.876717,81.272751,30.983746,81.261391
12128228,31.008543,81.281494,31.115604,81.270187
12128229,30.891001,81.29641,30.998768,81.285065
12128230,30.907024,81.28817,31.013939,81.276878
12128231,30.895969,81.2845,31.003059,81.273079
12128232,30.902225,81.284187,31.008694,81.272881
12128233,30.886227,81.284081,30.993065,81.272682
12128234,31.053217,81.326767,31.157936,81.315994
12128235,30.729313,81.283958,30.839869,81.272682
12128236,31.114643,81.34446,31.219929,81.334053
12128237,30.84026,81.257225,30.947655,81.246239
12128238,30.773306,81.248634,30.881958,81.237686
12128239,31.015953,81.303772,31.122183,81.292557
12128240,30.993135,81.297295,31.099562,81.285942
12128241,28.988224,81.252205,29.111795,81.239563
15057994,8.131749,80.419525,8.233298,80.413506
15057995,7.551243,80.503899,7.661214,80.496422
15057996,7.523382,80.501274,7.631889,80.493935
15057997,8.345889,80.422806,8.448625,80.417183
15057998,8.164674,80.428741,8.267373,80.422661
15057999,8.767639,80.513664,8.867495,80.506477
15058000,8.724732,80.49633,8.822817,80.489304
15058001,8.722104,80.496613,8.820676,80.489471
15058002,8.651787,80.468803,8.750419,80.462273
15058003,8.675538,80.512344,8.77605,80.504852
15058004,8.76226,80.517258,8.862153,80.510071
15058005,8.755098,80.510658,8.853748,80.503487
15058006,8.631729,80.443184,8.729733,80.437416
15058007,8.637082,80.443672,8.734878,80.437927
15058008,8.706227,80.450974,8.804578,80.444748
15058009,7.537074,80.394707,7.642271,80.387306
15058010,7.451398,80.384102,7.557229,80.376465
15058011,7.667691,80.4282,7.772674,80.421043
15058012,7.695665,80.427055,7.800709,80.419823
15058013,7.832247,80.403221,7.928821,80.396751
15058014,8.524446,80.395584,8.62236,80.390427
20828614,11.00478,80.071983,11.087893,80.063484
20828615,11.035813,79.982941,11.113476,79.974152
20828616,11.088953,79.980217,11.166595,79.971443
20828617,10.972694,80.033417,11.054282,80.025475
20828618,10.976032,80.034134,11.057372,80.026299
20828619,10.986082,79.956383,11.067254,79.947243
20828620,10.8868,79.966499,10.968769,79.95771
20828621,10.992825,79.958374,11.072274,79.949318
20828622,10.746098,79.911774,10.835203,79.903107
20828623,10.832093,79.951653,10.916912,79.943039
20828624,11.323358,80.090439,11.40417,80.082031
20828625,11.350181,80.088341,11.430976,80.079971
20828626,11.34315,80.087715,11.423815,80.079323
20828627,11.3144,80.0784,11.394479,80.069939
20828628,11.29579,80.081764,11.377815,80.073273
20828629,11.205317,80.049057,11.28611,80.04081
20828630,11.189778,80.050049,11.270579,80.041779
20828631,11.183305,80.033844,11.2639,80.0261
20828632,11.17878,80.040916,11.259486,80.032944
20828633,11.427574,80.029587,11.506742,80.021599
20828634,11.144751,80.097603,11.226819,80.089149
9160776,37.331478,81.404221,37.413734,81.392731
9160777,37.33593,81.400452,37.417599,81.388992
9160793,41.837379,81.99572,41.888546,81.978622
9160794,41.979073,81.992149,42.030457,81.975578
28924,6.672404,80.059196,6.766962,80.048943
28925,6.829887,80.019485,6.92108,80.007866
28926,5.357831,79.958801,5.443707,79.945778
28927,6.760191,79.981209,6.850983,79.968681
28928,6.80889,80.005035,6.898314,79.993172
28929,6.694078,79.997513,6.785691,79.985153
28930,7.044071,80.076828,7.142629,80.068146
28931,7.458246,80.119514,7.554852,80.111946
28932,7.773009,80.08696,7.864844,80.078888
28933,8.599356,80.27282,8.691557,80.266098
28934,7.902678,80.071213,7.995745,80.062416
28935,7.893725,80.059593,7.985694,80.050674
28936,7.889578,80.038795,7.98019,80.029816
28937,7.880201,80.038445,7.97086,80.029411
28938,6.840229,79.896057,6.921447,79.881187
28939,7.171361,79.892418,7.247767,79.878304
28940,7.261684,79.917351,7.34021,79.903999
28941,7.256477,79.926208,7.337233,79.913223
28942,7.255343,79.925926,7.335898,79.912933
28943,7.264289,79.926231,7.344802,79.913239
28944,6.809521,79.82254,6.885808,79.806442
6153733,11.808512,82.924049,11.95646,82.915634
6153734,11.860574,82.924217,12.008514,82.915771
6153735,11.75263,82.899521,11.89926,82.891251
6153736,11.932068,82.881989,12.079346,82.873764
6153737,12.555362,82.870895,12.70982,82.862656
6153738,12.469024,82.87989,12.619358,82.871445
6153739,12.570296,82.8759,12.724862,82.867676
6153740,12.542953,82.875511,12.69365,82.86705
6153741,12.565664,82.876373,12.721058,82.868156
6153742,12.441476,82.887993,12.59123,82.879547
6153743,12.387685,82.873764,12.534621,82.865509
6153744,13.516858,82.958,13.678395,82.95166
6153745,13.510195,82.946312,13.6711,82.940025
6153746,13.778207,82.909821,13.939851,82.903114
6153747,13.725609,82.916466,13.887403,82.909714
6153748,13.879463,82.895866,14.041416,82.888824
6153749,13.298843,82.92556,13.460004,82.919075
6153750,13.749049,82.989388,13.910896,82.982765
6153751,13.670491,82.973534,13.831616,82.967186
6153752,13.585991,82.938423,13.747078,82.932137
6153753,13.009614,82.909294,13.172776,82.902931
15058015,7.873571,80.404251,7.972108,80.39782
15058016,7.84359,80.400757,7.939977,80.394341
15058017,7.914526,80.410713,8.015125,80.40416
15058018,8.56694,80.393257,8.66483,80.388092
15058019,0.127041,80.340446,0.206033,80.328003
15058020,0.251145,80.249626,0.328454,80.235794
15058021,1.021207,80.180161,1.092017,80.167053
15058022,1.807528,80.326256,1.874904,80.315506
15058023,1.786692,80.273506,1.853085,80.262108
15058024,1.72813,80.204552,1.79068,80.19175
15058025,1.791693,80.240456,1.854185,80.228371
15058026,1.766421,80.227234,1.828156,80.214905
15058027,1.850574,80.310112,1.916654,80.299232
15058028,1.97138,80.287636,2.037408,80.276611
15058029,1.599645,80.180573,1.664369,80.167397
15058030,1.608545,80.180763,1.673633,80.167603
15058031,1.619902,80.180298,1.684649,80.167061
15058032,1.646956,80.19278,1.711524,80.180069
15058033,1.678351,80.17572,1.740725,80.161995
15058034,1.704728,80.202499,1.767266,80.189705
15058035,1.901988,80.164581,1.963898,80.150772
12128242,28.99596,81.204079,29.117685,81.191917
12128243,29.754271,81.224701,29.867357,81.212875
12128244,29.753559,81.225685,29.865963,81.21389
12128245,29.532953,81.193146,29.647404,81.182022
12128246,29.584337,81.19529,29.697462,81.184181
12128247,29.896444,81.207108,30.006886,81.195808
12128248,29.896292,81.207207,30.006886,81.195808
12128249,29.922915,81.201134,30.033283,81.189873
12128250,29.958595,81.179626,30.067095,81.16909
12128251,30.033112,81.175217,30.14016,81.165024
12128252,29.830723,81.193024,29.941723,81.182335
12128253,29.972429,81.180099,30.080936,81.169556
12128254,29.85578,81.214348,29.967522,81.202812
12128255,29.685547,81.204468,29.799051,81.193237
12128256,29.651375,81.192429,29.764465,81.18132
12128257,29.904591,81.145294,30.011549,81.135506
12128258,29.910267,81.146515,30.01701,81.136787
12128259,29.91724,81.150543,30.024811,81.140678
12128260,29.928404,81.141014,30.036055,81.131271
12128261,29.884888,81.143234,29.992102,81.133453
12128262,29.758812,81.128632,29.867685,81.118881
3120146,35.801952,82.740204,35.923878,82.725266
3120147,35.80479,82.740273,35.925964,82.725365
3120148,36.493763,82.720039,36.597969,82.705956
3120149,36.224247,82.699707,36.329689,82.684845
3120150,36.301807,82.697426,36.407215,82.682549
3120151,36.281391,82.697029,36.387211,82.682205
3120152,36.306335,82.694427,36.412502,82.679535
3120153,36.27964,82.698586,36.38541,82.683701
3120154,35.980183,82.726334,36.098766,82.711395
3120155,35.953022,82.728828,36.071465,82.713432
3120156,35.001675,82.622353,35.109375,82.603813
3120157,36.441124,82.703293,36.544456,82.689011
3120158,36.441936,82.703308,36.545654,82.688972
3120159,36.412659,82.684074,36.514538,82.669151
3120160,36.414875,82.685379,36.516262,82.670494
3120161,36.685993,82.677383,36.782078,82.663391
3120162,36.617626,82.68148,36.716763,82.667336
3120163,36.266376,82.535721,36.354164,82.517303
3120164,35.894547,82.596291,35.992165,82.579124
3120165,35.923676,82.598717,36.021328,82.581543
3120166,36.326477,82.605995,36.42017,82.589005
20828635,11.149202,80.096519,11.231512,80.088005
20828636,11.191502,80.106827,11.27353,80.098648
20828637,11.010985,80.095924,11.095023,80.087738
20828638,11.245353,80.086029,11.3269,80.077454
20828639,11.237003,80.089806,11.318227,80.081337
20828640,11.204476,80.102402,11.285961,80.094284
20828641,11.16532,80.070534,11.247413,80.061958
20828642,11.032263,80.060738,11.115284,80.052231
20828643,11.141207,80.05481,11.223146,80.046539
20828644,11.243407,80.044868,11.324167,80.036613
20828645,11.251141,80.062401,11.332726,80.053978
20828646,11.245596,80.046211,11.326831,80.037994
20828647,10.994335,79.994217,11.073861,79.985619
20828648,11.144561,79.98288,11.221061,79.974243
20828649,10.904309,80.039803,10.987932,80.031502
20828650,10.887645,79.950943,10.970426,79.942139
20828651,11.005991,79.964333,11.085487,79.955276
20828652,10.994966,79.973557,11.073065,79.964584
20828653,10.966848,79.958801,11.048754,79.950035
20828654,10.930699,79.928726,11.014509,79.919914
20828655,11.261414,79.990242,11.341036,79.982323
28945,7.148812,79.873543,7.223845,79.858871
28946,7.200234,79.860306,7.27517,79.845642
28947,7.863258,79.987305,7.948411,79.978477
28948,8.023264,79.999466,8.108114,79.99086
28949,8.061375,80.006653,8.14467,79.998299
28950,7.871913,79.892197,7.945454,79.880333
28951,6.447234,79.87812,6.528052,79.862206
28952,6.481389,79.881493,6.562234,79.865578
28953,6.46121,79.86705,6.540645,79.850883
28954,6.46405,79.867554,6.543362,79.851433
28955,6.490266,79.846085,6.568036,79.829758
28956,7.166059,80.219009,7.267271,80.212112
28957,7.161107,80.216629,7.26245,80.209686
28958,7.143703,80.21888,7.246345,80.2117
28959,7.873823,80.123039,7.966119,80.115097
28960,7.29276,79.874359,7.36681,79.860329
28961,5.944326,80.311905,6.055423,80.304878
28962,8.117832,80.060455,8.207347,80.052002
28963,8.11477,80.05584,8.203652,80.047516
28964,7.972881,80.207466,8.064162,80.200729
28965,7.948281,80.190002,8.040936,80.183441
20828656,11.320995,80.025986,11.40102,80.018196
20828657,11.422524,80.006187,11.50256,79.998383
20828658,11.323157,79.983528,11.405803,79.974854
20828659,11.318736,79.972321,11.401453,79.963005
20828660,11.291837,79.970673,11.374595,79.961403
20828661,11.40584,79.969002,11.489198,79.959618
20828662,10.929337,79.862488,11.01893,79.85289
20828663,10.912446,79.844543,11.001875,79.834579
20828664,10.81658,79.842285,10.901937,79.832146
20828665,11.03961,79.834099,11.131861,79.823189
20828666,11.068547,79.809509,11.161211,79.797379
20828667,10.824461,79.88559,10.913028,79.876335
20828668,11.064103,79.74115,11.147517,79.727432
20828669,11.161191,79.745476,11.242763,79.732178
20828670,11.215193,79.735886,11.296689,79.722595
20828671,11.201905,79.731049,11.282152,79.717735
20828672,11.208594,79.733009,11.289798,79.719688
20828673,10.741686,79.73761,10.826046,79.722794
20828674,10.805043,79.576118,10.879642,79.561989
20828675,12.040581,79.651947,12.111894,79.638618
20828676,11.765632,79.59845,11.842273,79.584518
28966,8.004559,80.1651,8.097744,80.158234
28967,10.067348,80.697227,10.16381,80.689156
28968,10.084932,80.703606,10.181094,80.695702
28969,13.490261,80.7593,13.567238,80.74971
28970,13.591572,80.722328,13.670091,80.7127
28971,13.418477,80.72673,13.49723,80.717583
28972,13.404934,80.7183,13.483616,80.709137
28973,10.567563,81.191032,10.681467,81.181046
28974,10.569054,81.190575,10.683426,81.180588
28975,11.09608,81.161453,11.198879,81.151604
28976,10.644487,81.163513,10.756034,81.153648
28977,10.78833,81.212914,10.895745,81.202415
28978,10.652828,81.182899,10.765216,81.172913
28979,10.686051,81.189812,10.798526,81.179848
28980,10.892458,81.153725,10.998611,81.144272
28981,10.891749,81.153465,10.997637,81.144012
28982,10.267066,81.302971,10.382095,81.291641
28983,10.3259,81.279579,10.441214,81.268768
28984,10.328858,81.280151,10.444324,81.269287
28985,10.128569,81.229652,10.246412,81.219849
28986,10.216809,81.220871,10.335766,81.210892
6153754,12.920137,82.866249,13.075046,82.858612
6153755,12.956231,82.862335,13.11085,82.854752
6153756,13.052004,82.875145,13.211193,82.867668
6153757,12.932146,83.199081,13.121278,83.192253
6153758,12.862505,83.19957,13.052989,83.192337
6153759,12.822746,83.210327,13.009316,83.204193
6153760,12.319986,83.218765,12.506112,83.212585
6153761,12.574021,83.212326,12.760228,83.206039
6153762,12.403662,83.210388,12.589561,83.204239
6153763,12.421944,83.212685,12.608727,83.20636
6153764,12.506234,83.202759,12.691311,83.196808
6153765,12.491465,83.19487,12.675861,83.188889
6153766,12.421174,83.20134,12.606213,83.195404
6153767,12.395235,83.197128,12.580242,83.191185
6153768,12.400089,83.19561,12.584655,83.189644
6153769,12.211739,83.103638,12.392248,83.095963
6153770,12.557921,83.099113,12.740704,83.092163
6153771,12.527082,83.161064,12.715652,83.153091
6153772,13.044293,83.269814,13.229799,83.262703
6153773,13.019887,83.213387,13.205403,83.207062
6153774,13.110064,83.213928,13.295362,83.207069
15058036,1.823153,80.170547,1.885149,80.156662
15058037,2.229559,80.161011,2.289044,80.146988
15058038,0.078487,80.074081,0.162259,80.059135
15058039,0.289877,80.011726,0.365401,79.997162
15058040,0.458088,80.037506,0.525401,80.022362
15058041,0.837435,80.029388,0.894149,80.014305
15058042,0.055703,79.997169,0.138495,79.983002
15058043,0.155967,79.999832,0.234954,79.985489
15058044,0.563764,79.937729,0.62852,79.923996
15058045,0.956509,79.981911,1.011867,79.967354
15058046,1.636577,80.002129,1.689455,79.989372
15058047,1.688823,80.001343,1.739508,79.988922
15058048,1.84761,79.999466,1.898597,79.987465
15058049,1.847794,79.99939,1.898597,79.987465
15058050,1.725255,80.000114,1.776179,79.98764
15058051,2.014431,79.998505,2.066903,79.986526
15058052,2.233337,79.984901,2.283356,79.972832
15058053,4.085617,79.983261,4.152096,79.969223
15058054,3.312713,80.141083,3.377357,80.13073
15058055,3.666903,80.338303,3.748802,80.329872
15058056,3.794907,80.340424,3.875245,80.332527
9160829,42.406494,81.834091,42.456539,81.818413
9160830,42.412495,81.814331,42.462887,81.798904
9160831,42.373768,81.817299,42.424179,81.801865
12128263,28.973864,81.061882,29.084879,81.052788
12128264,28.943594,81.08242,29.056,81.073166
12128265,29.049732,81.175056,29.164934,81.164246
12128266,29.044727,81.176064,29.159712,81.165321
12128267,29.001104,81.160583,29.114412,81.149857
12128268,28.981728,81.151344,29.094919,81.140617
12128269,29.139668,81.155701,29.253723,81.145103
12128270,29.231817,81.143333,29.343756,81.133179
12128271,29.058252,81.165054,29.172205,81.154297
12128272,29.095938,81.160286,29.209829,81.149551
12128273,29.029127,81.139648,29.142597,81.129105
12128274,28.500362,81.177124,28.618414,81.165382
12128275,28.812984,81.146957,28.930437,81.136177
12128276,28.644276,81.122818,28.760477,81.113052
12128277,28.627319,81.093796,28.740299,81.083969
12128278,29.054604,81.130379,29.166637,81.120232
12128279,29.357079,81.063263,29.466682,81.054436
12128280,29.5758,81.049736,29.680605,81.04026
12128281,29.195576,81.062477,29.30109,81.053238
12128282,29.362513,81.130089,29.475918,81.120438
12128283,29.492874,81.118584,29.605835,81.109261
3120167,36.469749,82.61911,36.565445,82.602867
3120168,36.379402,82.560715,36.467159,82.542923
3120169,36.33791,82.573334,36.42955,82.555405
3120170,36.387207,82.561729,36.474655,82.544044
3120171,36.384201,82.562798,36.471699,82.544991
3120172,36.45953,82.554787,36.547386,82.537064
3120173,36.230396,82.530251,36.32016,82.511757
3120174,36.222683,82.531532,36.315853,82.513046
3120175,36.287621,82.525711,36.377438,82.507278
3120176,33.86401,82.539253,33.99419,82.522156
3120177,33.899769,82.525314,34.027988,82.50827
